Hip,,,,,,,,,,Neck,,,,,,,,,,Head,,,,,,,,,,RShoulder,,,,,,,,,,RForearm,,,,,,,,,,LShoulder,,,,,,,,,,LForearm,,,,,,,,,,RThigh,,,,,,,,,,RShin,,,,,,,,,,LThigh,,,,,,,,,,LShin
x-axis,y-axis,z-axis,x-speed,y-speed,z-speed,x-acc,y-acc,z-acc,,x-axis,y-axis,z-axis,x-speed,y-speed,z-speed,x-acc,y-acc,z-acc,,x-axis,y-axis,z-axis,x-speed,y-speed,z-speed,x-acc,y-acc,z-acc,,x-axis,y-axis,z-axis,x-speed,y-speed,z-speed,x-acc,y-acc,z-acc,,x-axis,y-axis,z-axis,x-speed,y-speed,z-speed,x-acc,y-acc,z-acc,,x-axis,y-axis,z-axis,x-speed,y-speed,z-speed,x-acc,y-acc,z-acc,,x-axis,y-axis,z-axis,x-speed,y-speed,z-speed,x-acc,y-acc,z-acc,,x-axis,y-axis,z-axis,x-speed,y-speed,z-speed,x-acc,y-acc,z-acc,,x-axis,y-axis,z-axis,x-speed,y-speed,z-speed,x-acc,y-acc,z-acc,,x-axis,y-axis,z-axis,x-speed,y-speed,z-speed,x-acc,y-acc,z-acc,,x-axis,y-axis,z-axis,x-speed,y-speed,z-speed,x-acc,y-acc,z-acc,,
-0.208264,0.896043,0.998325,0.048147,0.00400364,-0.0148594,-0.550979,0.177026,0.141084,,-0.179895,1.42053,0.934599,-0.0109358,0.00192761,-0.0564319,0.21455,0.132823,-0.0355125,,-0.171794,1.55359,0.978735,0.0217116,0.00320792,-0.0667334,-0.0620127,0.16222,-0.088191,,-0.350396,1.4423,0.936825,-0.00518382,0.00908375,0.0897181,0.275999,0.116301,-0.979221,,-0.424242,1.21773,1.12255,0.443366,-0.00896573,0.226475,0.0177026,0.781918,-1.39818,,-0.0191265,1.41051,0.993263,0.037943,-0.00632644,-0.19492,-0.172895,0.151277,0.817108,,-0.143093,1.2975,1.24274,0.601904,-0.14726,-0.00354767,0.959627,0.815392,0.0669479,,-0.308448,0.940993,1.00021,0.0484872,0.00104427,0.0435591,-0.577319,0.181854,-1.09048,,-0.347174,0.504616,1.02542,0.0431228,0.000185967,0.0200915,-0.283456,0.205886,-0.205994,,-0.107926,0.9361,0.97861,0.0343611,0.0061065,-0.0772905,-0.310989,0.159323,1.31536,,-0.0760162,0.498441,0.978526,0.0295068,0.00575602,-0.0652367,-0.374343,0.154656,0.512731,,
-0.206659,0.896176,0.99783,0.029781,0.00990629,-0.0101566,-0.340372,0.172305,0.124669,,-0.18026,1.4206,0.932718,-0.0037837,0.00635505,-0.0576139,0.118044,0.178099,0.0284314,,-0.171071,1.5537,0.97651,0.0196445,0.00861883,-0.0696713,0.286701,0.170589,-0.00751019,,-0.350569,1.44261,0.939815,0.00401616,0.0129604,0.0570792,0.277877,0.0789642,1.06881,,-0.409463,1.21743,1.1301,0.443957,0.0170982,0.179865,0.850421,3.1708,3.56112,,-0.0178618,1.4103,0.986766,0.0321798,-0.00128746,-0.167683,0.332688,0.223589,-1.01055,,-0.12303,1.29259,1.24263,0.633891,-0.120081,-0.00131607,2.41033,0.613475,-1.84407,,-0.306831,0.941028,1.00166,0.0292432,0.00710607,0.0072062,-0.303304,0.287747,-0.242472,,-0.345737,0.504622,1.02609,0.0336734,0.00704885,0.0132215,-0.237483,0.284529,-0.201488,,-0.106781,0.936303,0.976034,0.023995,0.0114173,-0.0334454,-0.215489,0.0553608,0.483871,,-0.0750326,0.498633,0.976351,0.0170287,0.0109121,-0.0481457,-0.170012,0.059545,0.310278,,
-0.205666,0.896507,0.997491,0.0184357,0.0156498,-0.006001,0.0617445,-0.107503,0.0795007,,-0.180386,1.42081,0.930797,0.000151545,0.0122881,-0.0566644,-0.997165,0.0622273,0.831056,,-0.170416,1.55398,0.974188,0.0292008,0.0143051,-0.0699216,-0.710437,-0.0248909,0.99864,,-0.350435,1.44304,0.941718,0.0132787,0.0155926,0.0927043,-0.569487,-0.472069,3.5742,,-0.394664,1.218,1.1361,0.472304,0.122792,0.298566,5.11916,5.27515,8.45454,,-0.0167891,1.41026,0.981177,0.0432694,0.0061655,-0.20137,-0.469548,0.40319,-1.89707,,-0.1019,1.28859,1.24258,0.714235,-0.099628,-0.0627887,1.4314,-0.954223,-4.05572,,-0.305857,0.941265,1.0019,0.019134,0.0166977,-0.000876188,0.0984907,-0.101817,0.743938,,-0.344614,0.504857,1.02653,0.0257564,0.0165331,0.00650883,-0.0783742,-0.131106,-0.0508547,,-0.105981,0.936684,0.974919,0.0168121,0.0132644,-0.0173163,-0.0744447,-0.0848651,-0.450075,,-0.074465,0.498997,0.974746,0.0113616,0.012897,-0.0378031,-0.0549048,-0.0842214,0.21683,,
-0.205052,0.897028,0.997291,0.0204934,0.0120682,-0.00334919,0.17893,-0.276697,0.111687,,-0.180381,1.42122,0.928908,-0.0330873,0.0143623,-0.0289643,-2.16878,-0.0858307,0.98083,,-0.169443,1.55446,0.971857,0.00551954,0.0134718,-0.0366354,-2.1547,-0.156641,1.16086,,-0.349992,1.44356,0.944808,-0.00570506,-0.000139475,0.211844,-1.3433,-1.12782,3.97772,,-0.378921,1.2221,1.14605,0.642943,0.29863,0.580384,9.43242,5.87146,6.26264,,-0.0153468,1.41046,0.974464,0.0276178,0.0196087,-0.264605,-1.95049,0.753593,-2.14105,,-0.0780923,1.28527,1.24049,0.761949,-0.131435,-0.197979,-1.12835,-1.9166,-5.56912,,-0.305219,0.941821,1.00187,0.022417,0.013302,0.0239217,0.114799,-0.518632,0.657463,,-0.343756,0.505408,1.02675,0.023143,0.0121629,0.00481725,0.0503182,-0.536764,0.196767,,-0.10542,0.937126,0.974342,0.0143304,0.0104356,-0.0323188,-0.0464827,-0.0143766,-0.323367,,-0.0740863,0.499427,0.973486,0.00953145,0.0100896,-0.0305754,0.0255615,-0.00976324,0.159538,,
-0.204369,0.897431,0.997179,0.0264578,0.00284314,0.000373721,0.0952184,-0.134969,-0.045383,,-0.181483,1.4217,0.927943,-0.10538,0.0114977,0.00372827,-1.54769,-0.0227451,0.643194,,-0.169259,1.55491,0.970636,-0.0663042,0.00825048,0.00206173,-1.61461,-0.0193119,0.61959,,-0.350183,1.44355,0.95187,-0.0504828,-0.0377333,0.344435,-0.38361,-0.818181,2.41163,,-0.357489,1.23205,1.1654,0.957357,0.494345,0.789142,6.76507,2.23568,-3.5109,,-0.0144262,1.41112,0.965644,-0.0373985,0.0447285,-0.335974,-2.04996,0.726342,-1.44453,,-0.0526941,1.28089,1.23389,0.724337,-0.195322,-0.383617,-2.27131,-1.51684,-5.12559,,-0.304472,0.942265,1.00267,0.0262445,-0.00398397,0.0458372,0.0530541,-0.320256,0.170803,,-0.342984,0.505813,1.02691,0.0248212,-0.0057292,0.0113761,0.133252,-0.320792,0.245261,,-0.104943,0.937474,0.973264,0.0127812,0.00995457,-0.043096,-0.0410244,0.0658751,-0.161684,,-0.0737685,0.499763,0.972467,0.0103833,0.00976324,-0.0252575,0.0217527,0.0711322,-0.0914097,,
-0.203487,0.897525,0.997192,0.0296313,-0.00165582,-0.00114083,0.0116944,-0.0514984,-0.237215,,-0.184996,1.42208,0.928067,-0.15697,0.0107396,0.0251663,-0.0547707,0.0652313,0.64255,,-0.171469,1.55519,0.970705,-0.120125,0.00761032,0.0227165,-0.17952,0.112009,0.50962,,-0.351865,1.4423,0.963351,-0.0632706,-0.065006,0.424824,0.813353,0.00150204,0.0861526,,-0.325578,1.24853,1.1917,1.18286,0.568864,0.672108,-2.29892,-4.97496,-10.1525,,-0.0156728,1.41261,0.954445,-0.10573,0.0689435,-0.384125,-1.05595,0.222516,0.854981,,-0.0285495,1.27438,1.2211,0.648626,-0.245887,-0.554473,-2.15534,-2.11315,-3.22208,,-0.303597,0.942132,1.0042,0.028013,-0.0146592,0.0515306,0.0860453,-0.0193119,0.0519276,,-0.342157,0.505622,1.02729,0.0292638,-0.0164205,0.0195551,0.18577,-0.0218868,0.132394,,-0.104517,0.937806,0.971828,0.0114137,0.0121504,-0.0484872,-0.0429556,-0.0439882,-0.316393,,-0.0734224,0.500088,0.971625,0.0111082,0.0121361,-0.0283045,-0.0411585,-0.0424862,-0.148809,,
-0.202499,0.89747,0.997154,0.0300211,-0.00337243,-0.00904799,0.00426471,-0.0410914,-0.0046134,,-0.190228,1.42244,0.928906,-0.158795,0.0129139,0.0465828,0.419927,-0.0469923,0.212324,,-0.175473,1.55544,0.971462,-0.126108,0.0113475,0.0397039,0.114477,0.0341177,0.050962,,-0.353974,1.44013,0.977512,-0.0361598,-0.0649524,0.427694,0.52067,0.308561,-1.91821,,-0.286149,1.26749,1.2141,1.10623,0.403029,0.333692,-7.80021,-7.89385,-8.85408,,-0.0191972,1.41491,0.941641,-0.140929,0.0763571,-0.355625,-0.40268,-0.242257,2.17012,,-0.0069286,1.26618,1.20262,0.576782,-0.316325,-0.661876,-3.47184,-3.41027,-2.6365,,-0.302663,0.941643,1.00591,0.0308803,-0.0153011,0.0532615,0.0887811,-0.00354052,0.210071,,-0.341181,0.505075,1.02794,0.0354561,-0.01715,0.0239646,0.101495,-0.0113726,0.016737,,-0.104136,0.938211,0.970211,0.00998184,0.0106859,-0.0590318,-0.055334,-0.0650168,-0.125957,,-0.0730522,0.500493,0.970681,0.00973597,0.0107181,-0.0332665,0.0166163,-0.0577211,-0.0224233,,
-0.201498,0.897358,0.996852,0.0301632,-0.00474393,-0.00920355,0.161657,0.000429153,0.414884,,-0.195522,1.42287,0.930459,-0.144798,0.011344,0.0536603,0.411558,-0.198054,-0.117266,,-0.179676,1.55582,0.972786,-0.122292,0.0124812,0.0414044,0.237483,-0.154066,-0.201917,,-0.35518,1.43796,0.991768,-0.0188041,-0.054667,0.363756,0.175899,0.295472,-2.06316,,-0.249275,1.28093,1.22523,0.846221,0.1399,0.0385559,-5.90134,-4.22351,-4.82519,,-0.0238948,1.41745,0.929787,-0.154351,0.0682819,-0.283288,-0.0305772,-0.592876,1.78957,,0.0122975,1.25564,1.18056,0.461054,-0.430001,-0.749763,-5.45887,-3.11565,-2.52471,,-0.301634,0.941133,1.00769,0.0338396,-0.0154191,0.0602639,0.223482,-0.0385165,0.601029,,-0.34,0.504503,1.02874,0.0388384,-0.0175309,0.0245225,0.0849724,-0.046885,0.0427008,,-0.103803,0.938567,0.968244,0.0081376,0.0085187,-0.0632286,0.0179708,0.00450611,0.10407,,-0.0727276,0.50085,0.969573,0.0102896,0.00879407,-0.034014,-0.0348419,0.00311136,0.157392,,
-0.200493,0.8972,0.996545,0.0355518,-0.00472784,0.00462592,0.253496,-0.011909,0.375617,,-0.200348,1.42325,0.932248,-0.13108,0.00474215,0.0497496,0.749034,-0.202346,0.0674844,,-0.183753,1.55623,0.974166,-0.114376,0.00734568,0.0346756,0.86064,-0.234532,0.111795,,-0.355807,1.43614,1.00389,-0.0129408,-0.0448215,0.294982,0.667548,0.248909,-0.995851,,-0.221067,1.28559,1.22651,0.64951,-0.000883341,-0.122284,-1.66042,-0.378728,-2.51312,,-0.0290398,1.41973,0.920344,-0.155371,0.048523,-0.223635,0.471117,-0.676775,1.10153,,0.0276659,1.24131,1.15557,0.279092,-0.533853,-0.833917,-3.71665,-0.480866,-1.53379,,-0.300506,0.940619,1.0097,0.0412881,-0.016703,0.0803018,0.348955,0.00396967,0.535584,,-0.338705,0.503919,1.02956,0.0416699,-0.0190938,0.0259459,0.365585,-0.00407696,0.172949,,-0.103532,0.938851,0.966136,0.00873663,0.0086689,-0.0597614,0.116421,-0.06212,0.0852943,,-0.0723846,0.501143,0.968439,0.00912845,0.00889778,-0.0287658,-0.0290215,-0.0690937,0.206101,,
-0.199308,0.897042,0.9967,0.0440016,-0.00512481,0.0171483,0.107449,-0.00675917,0.000429153,,-0.204718,1.4234,0.933906,-0.106111,-0.00199914,0.0519973,0.580028,-0.0802517,0.0539661,,-0.187565,1.55648,0.975322,-0.0856881,-0.000475645,0.0384003,0.679109,-0.110078,0.0919461,,-0.356238,1.43465,1.01373,0.00931084,-0.0365245,0.261787,0.774783,0.0725269,-0.285602,,-0.199417,1.28556,1.22244,0.594163,-0.0135076,-0.206051,0.349814,1.56899,-1.75009,,-0.0342189,1.42135,0.912889,-0.139667,0.0259638,-0.186916,0.283691,-0.269079,0.307381,,0.036969,1.22351,1.12777,0.155204,-0.549882,-0.88504,0.301916,3.01566,-0.512624,,-0.299129,0.940062,1.01238,0.05292,-0.0165725,0.0981545,0.186306,0.0487089,-0.0611544,,-0.337316,0.503283,1.03042,0.0538552,-0.0192314,0.0317073,0.321382,0.0514984,0.0793934,,-0.103241,0.93914,0.964144,0.0126173,0.00659823,-0.0569183,0.0761479,-0.0733852,0.0219941,,-0.0720804,0.50144,0.96748,0.00816107,0.00659466,-0.0218958,0.0586197,-0.0720978,-0.00257492,,
-0.197841,0.896871,0.997271,0.0475833,-0.00535011,0.0171626,-0.0366658,0.0236034,-0.216401,,-0.208255,1.42334,0.935639,-0.0867771,-0.00467062,0.0537962,0.00836849,0.0354052,0.278199,,-0.190422,1.55646,0.976602,-0.0630511,-0.00414491,0.0414634,-0.0132769,0.0113726,0.35094,,-0.355928,1.43343,1.02245,0.0351369,-0.034107,0.252267,0.279057,-0.0519276,0.112867,,-0.179611,1.28511,1.21557,0.605823,0.0387919,-0.264391,-0.797153,0.772047,-1.47178,,-0.0388744,1.42221,0.906659,-0.13021,0.0169945,-0.17667,-0.30956,0.0924826,0.340211,,0.0421424,1.20518,1.09827,0.165267,-0.449356,-0.902124,0.827448,4.42028,1.1555,,-0.297365,0.93951,1.01565,0.0591302,-0.0149488,0.0961161,0.00300407,-0.00482798,-0.273585,,-0.335521,0.502642,1.03148,0.0645688,-0.0175148,0.0343573,-0.201327,0.0261784,-0.105143,,-0.10282,0.93936,0.962247,0.0151556,0.00415027,-0.0561851,-0.0707299,0.059545,-0.0932336,,-0.0718083,0.50166,0.96675,0.0101151,0.0041914,-0.0219816,-0.0252664,0.0656605,-0.0774622,,
-0.196255,0.896693,0.997843,0.0463611,-0.00456333,0.00994742,-0.157902,-0.0130892,-0.213718,,-0.211147,1.42318,0.937432,-0.0864981,-0.00349045,0.0630713,0.159431,0.0695229,0.781596,,-0.192523,1.55632,0.977984,-0.0634942,-0.0037694,0.0531614,0.151679,0.00193119,0.994241,,-0.354756,1.43229,1.03086,0.0444388,-0.0358343,0.256029,0.185233,0.00321865,0.297403,,-0.159417,1.2864,1.20676,0.579251,0.0645304,-0.31345,-1.66241,-0.351477,-1.49131,,-0.0432148,1.42278,0.90077,-0.140529,0.0200772,-0.16533,-0.0371084,0.0493527,1.23682,,0.0476514,1.1902,1.0682,0.192849,-0.302013,-0.863611,-1.22163,3.27358,3.23753,,-0.295394,0.939012,1.01885,0.0592312,-0.0151098,0.0870001,-0.125474,-0.0543952,-0.263929,,-0.333369,0.502058,1.03262,0.0578579,-0.0166404,0.0308526,-0.357109,-0.0233889,-0.112867,,-0.102315,0.939498,0.960374,0.0127979,0.00613511,-0.0592929,-0.15813,0.0555754,0.000858307,,-0.0714712,0.5018,0.966017,0.00927262,0.00638008,-0.0245637,-0.0100717,0.0689864,0.0144839,,
-0.19471,0.896541,0.998175,0.0410977,-0.00499785,0.00282526,-0.279057,-0.120485,-0.0486016,,-0.21403,1.42307,0.939535,-0.0811838,-0.00117302,0.0891227,0.24966,-0.00815392,1.21558,,-0.19464,1.5562,0.979756,-0.0584382,-0.00370145,0.086301,0.267711,-0.102139,1.50397,,-0.353275,1.4311,1.0394,0.0506133,-0.035727,0.265943,0.446963,-0.25599,1.01345,,-0.140109,1.28855,1.19631,0.523837,0.0528109,-0.363157,-1.11176,0.577855,-0.158358,,-0.0478991,1.42345,0.895259,-0.141766,0.0217223,-0.1241,-0.0115603,0.124669,1.34947,,0.0540797,1.18014,1.03941,0.152128,-0.19289,-0.755693,-2.14586,2.17838,3.78964,,-0.29342,0.938508,1.02175,0.0550479,-0.0169212,0.0782025,-0.26983,-0.115013,-0.23582,,-0.33144,0.501503,1.03365,0.0459534,-0.0174183,0.0270939,0.0997245,-0.134862,0.0944138,,-0.101889,0.939702,0.958398,0.00752695,0.00798583,-0.0592661,-0.169703,-0.0888348,0.327981,,-0.0711621,0.502012,0.965199,0.00893712,0.00867963,-0.0240791,0.0978872,-0.0710249,0.14087,,
-0.19334,0.896374,0.998269,0.0317954,-0.00901401,0.00120521,-0.0665456,-0.191402,0.228632,,-0.216737,1.42303,0.942505,-0.0728622,-0.00144839,0.129642,-0.425452,-0.186896,1.24358,,-0.196588,1.55608,0.982632,-0.0495145,-0.00710964,0.136435,-0.26916,-0.227022,1.27502,,-0.351588,1.42991,1.04826,0.0655121,-0.04426,0.299728,0.931746,-0.695658,2.27752,,-0.122648,1.29031,1.1842,0.486779,0.0720727,-0.368432,-0.988448,0.136471,1.87647,,-0.0526246,1.42417,0.891122,-0.142151,0.0258815,-0.079118,-1.34675,0.301695,-0.201273,,0.0591506,1.17371,1.01422,0.0805995,-0.120277,-0.629368,-2.34071,2.17581,2.4966,,-0.291585,0.937944,1.02436,0.0460535,-0.0207567,0.0703383,0.0271976,-0.245905,0.430441,,-0.329908,0.500922,1.03455,0.0492775,-0.0219137,0.0302374,0.34166,-0.273907,0.165439,,-0.101638,0.939969,0.956422,0.00187039,0.00502467,-0.0483334,-0.176784,-0.124025,0.15471,,-0.0708642,0.502302,0.964396,0.0122003,0.00631392,-0.0193852,-0.0511497,-0.113833,0.111365,,
-0.19228,0.896074,0.998309,0.0295772,-0.0153923,0.00882626,0.409573,-0.103426,0.379908,,-0.219165,1.42298,0.946827,-0.0870439,-0.00767827,0.171093,-0.359899,-0.303412,0.110829,,-0.198238,1.55584,0.98718,-0.0584865,-0.0146735,0.178936,0.153744,-0.231528,-0.439453,,-0.349404,1.42843,1.05825,0.0965703,-0.0674522,0.375645,2.16406,-0.42336,1.82111,,-0.106422,1.29272,1.17192,0.45383,0.0766182,-0.305879,-0.671746,-1.13211,2.54295,,-0.057363,1.42503,0.888485,-0.187043,0.0359416,-0.0858271,-2.1265,-0.0469923,-2.39832,,0.0618373,1.1697,0.993241,0.00257582,-0.0477505,-0.546148,-1.869,1.96552,0.690293,,-0.29005,0.937252,1.0267,0.0469601,-0.0289518,0.0846863,0.730205,-0.15868,1.17374,,-0.328266,0.500192,1.03556,0.0606653,-0.031043,0.0357521,0.251055,-0.124884,0.00321865,,-0.101575,0.940136,0.954811,-0.0040222,0.000888705,-0.0431746,-0.113578,-0.0901222,-0.493205,,-0.0704575,0.502512,0.96375,0.010495,0.00251949,-0.0156748,-0.112277,-0.0772476,-0.0749946,,
-0.191294,0.895561,0.998604,0.0432301,-0.0188381,0.0214899,0.287479,0.0591159,0.289786,,-0.222067,1.42272,0.95253,-0.099041,-0.017792,0.174785,0.90141,-0.136256,-0.860238,,-0.200188,1.55535,0.993145,-0.0533617,-0.0223911,0.164285,1.51641,-0.0624418,-1.55665,,-0.346185,1.42618,1.07077,0.168706,-0.0815606,0.436353,3.06539,0.302339,-0.245476,,-0.0912941,1.29527,1.16172,0.431439,0.0388813,-0.221114,0.0106484,-1.34926,1.96102,,-0.0635977,1.42623,0.885624,-0.257926,0.0343752,-0.165771,-0.900874,-0.465417,-2.21797,,0.0619231,1.1681,0.975036,-0.0597241,0.017767,-0.52314,-1.1159,0.764108,0.471532,,-0.288485,0.936287,1.02953,0.0713003,-0.0342429,0.123811,0.445139,0.131214,0.307059,,-0.326243,0.499157,1.03675,0.0690347,-0.0352058,0.0358594,0.183195,0.170803,-0.0319719,,-0.101709,0.940166,0.953372,-0.00780813,-0.00211537,-0.0596166,0.0988931,-0.0622273,0.0475287,,-0.0701077,0.502596,0.963227,0.00675224,-5.72205E-05,-0.0181747,0.0532016,-0.0635147,-0.0366926,,
-0.189853,0.894933,0.99932,0.0528127,-0.0168693,0.0311494,-0.486338,0.15868,0.138617,,-0.225368,1.42213,0.958356,-0.0689936,-0.0223339,0.146111,1.26048,0.169087,-0.528717,,-0.201966,1.5546,0.998621,-0.00281453,-0.0244725,0.112397,1.3146,0.162435,-0.690723,,-0.340562,1.42346,1.08532,0.270885,-0.0714791,0.428174,1.5493,0.44117,-1.70074,,-0.0769129,1.29657,1.15435,0.431794,-0.00609398,-0.155743,-0.574288,-0.534511,1.10786,,-0.0721953,1.42738,0.880098,-0.287955,0.0188613,-0.239704,0.581476,-0.105572,0.465095,,0.0599323,1.1687,0.957598,-0.0969207,0.0432372,-0.507424,-1.60787,-0.494814,2.20703,,-0.286108,0.935146,1.03365,0.0861383,-0.0298673,0.134046,-1.08517,0.198698,-1.60053,,-0.323942,0.497984,1.03795,0.0751412,-0.0295124,0.03479,-0.0217795,0.124025,-0.0671625,,-0.10197,0.940095,0.951385,-0.00451148,-0.00418782,-0.0580341,0.400883,0.121772,1.73721,,-0.0698826,0.502594,0.962621,0.00852585,-0.00217438,-0.0193977,0.0772879,0.0549316,0.172305,,
-0.188092,0.89437,1.00036,0.036601,-0.0115818,0.0357664,-0.659582,0.12939,-0.218225,,-0.227668,1.42139,0.963226,-0.0269777,-0.0166941,0.128487,0.720093,0.310922,-0.237966,,-0.20206,1.55379,1.00237,0.0410056,-0.0190544,0.0893712,0.303009,0.310922,-0.0656605,,-0.331532,1.42108,1.09959,0.322529,-0.056777,0.371482,-0.821722,0.52979,-2.26851,,-0.0625197,1.29636,1.14916,0.412651,-0.023911,-0.118815,-1.84901,0.511766,-0.577426,,-0.0817938,1.42801,0.872108,-0.268573,0.0153422,-0.224201,1.45054,0.092268,2.20993,,0.0567016,1.17014,0.940684,-0.150516,0.0267434,-0.433856,-1.55736,-1.17159,3.14248,,-0.283237,0.93415,1.03812,0.0499651,-0.0232458,0.0806952,-1.29626,0.0980616,-1.75545,,-0.321438,0.497,1.03911,0.0744143,-0.0253782,0.0325549,-0.335437,0.0207067,-0.161791,,-0.10212,0.939956,0.94945,0.00885151,-0.000128746,-0.00012517,0.274055,0.203419,1.39722,,-0.0695984,0.502522,0.961975,0.0111021,-0.000343323,-0.0136524,-0.0782535,0.146771,0.156748,,
-0.186872,0.893984,1.00155,0.0146154,-0.007267,0.0284958,-0.1012,0.022316,-0.676131,,-0.228567,1.42083,0.967509,-0.00297457,-0.00633001,0.120556,0.454769,0.207067,-0.750804,,-0.200693,1.55315,1.00535,0.0511059,-0.00868678,0.0871861,-0.00941455,0.240111,-0.581074,,-0.320781,1.41919,1.11197,0.295138,-0.0391173,0.295862,-2.1286,0.721836,-2.74508,,-0.0487647,1.29557,1.1452,0.351017,-0.00685215,-0.138059,-2.69667,1.04713,-2.00608,,-0.0907462,1.42852,0.864635,-0.220222,0.0184178,-0.150536,2.17742,-0.302124,2.02131,,0.0516844,1.17103,0.926222,-0.202428,-0.012306,-0.329107,0.30323,-1.26772,1.67595,,-0.281571,0.933375,1.04081,0.00675559,-0.0199753,0.0221765,0.0145912,0.0932336,-0.470352,,-0.318957,0.496154,1.04019,0.0632322,-0.0246888,0.0271654,-0.416225,0.133896,-0.16458,,-0.101825,0.939951,0.949446,0.0179869,0.00665367,0.0464487,-0.113927,-0.0162005,-0.722694,,-0.0692283,0.50251,0.96152,0.00849389,0.00455082,-0.0084275,-0.265351,-0.0074029,-0.090766,,
-0.186385,0.893742,1.0025,0.0112425,-0.00652313,0.0059545,0.181478,0.0592232,-0.345898,,-0.228666,1.42062,0.971528,0.0121844,0.000572205,0.0955296,0.0567287,-0.0459194,-1.19938,,-0.19899,1.55286,1.00825,0.0507921,-0.000683069,0.067817,-0.396189,-0.0568628,-0.809813,,-0.310943,1.41789,1.12184,0.224185,-0.0150561,0.204363,-2.65501,0.226164,-2.76139,,-0.0370641,1.29534,1.1406,0.261128,0.0280559,-0.204928,-3.07459,0.604463,-1.52543,,-0.0980869,1.42913,0.859617,-0.147641,0.00835061,-0.0831592,2.05232,-0.362849,1.22083,,0.0449368,1.17062,0.915252,-0.192321,-0.0545633,-0.273244,1.51576,-0.731278,-0.297833,,-0.281346,0.932709,1.04155,0.00724196,-0.0168675,0.00649452,0.351262,0.155997,-0.0317574,,-0.316849,0.495331,1.0411,0.049358,-0.0202248,0.0216794,-0.353247,0.213665,-0.158787,,-0.101225,0.940173,0.950994,0.0141893,0.00611544,0.0223607,-0.03912,-0.069201,-0.82773,,-0.0689452,0.502662,0.961239,-0.000351369,0.00430226,-0.0114548,0.022316,-0.050962,-0.262213,,
-0.18601,0.893525,1.0027,0.0172922,-0.00454903,-0.00557184,0.151384,0.118232,0.387526,,-0.22826,1.42064,0.974712,0.0140758,-0.000958443,0.0555503,-0.0579357,-0.169516,-0.511551,,-0.197297,1.55284,1.01051,0.0375862,-0.00257492,0.0408268,-0.213075,-0.258136,-0.0564337,,-0.30347,1.41738,1.12865,0.135685,-0.00751376,0.11232,-1.41428,-0.323367,-1.21365,,-0.0283599,1.29627,1.13377,0.158642,0.0482047,-0.255779,-1.77863,-0.246334,0.373149,,-0.103008,1.42941,0.856845,-0.0792307,-0.00374079,-0.0424647,0.97104,-0.112009,0.637507,,0.0385261,1.1688,0.906143,-0.141795,-0.0789356,-0.283173,1.364,0.207496,-0.489128,,-0.281105,0.932147,1.04177,0.0189516,-0.0116694,0.00543594,0.128639,0.178421,0.270796,,-0.315204,0.494657,1.04182,0.0375831,-0.0131026,0.0163901,-0.197196,0.203526,-0.16458,,-0.100752,0.940377,0.95174,0.0128851,0.00380695,-0.0052321,0.0722319,-0.00332594,0.144947,,-0.0689569,0.502805,0.960857,0.000392497,0.00260174,-0.020197,0.34284,0.01266,-0.0840068,,
-0.185434,0.893373,1.00251,0.0223383,-0.000609756,0.00734568,0.156587,-0.0131965,0.348902,,-0.227791,1.4206,0.976564,0.0121442,-0.00660539,0.0385004,0.312209,-0.0568628,0.445354,,-0.196044,1.55275,1.01187,0.0304842,-0.0111759,0.0389457,0.518471,-0.109005,0.437307,,-0.298948,1.41713,1.13239,0.0885433,-0.0182927,0.0718689,0.634235,-0.0901222,0.535154,,-0.0230718,1.29788,1.12524,0.0993544,0.0399935,-0.243341,0.247246,-0.287318,1.20742,,-0.105649,1.42929,0.855429,-0.0468627,-0.00747442,-0.0212127,0.0431836,-0.0538588,0.252557,,0.0337996,1.16617,0.896704,-0.0963289,-0.0720191,-0.299478,0.80656,0.701666,0.834811,,-0.280473,0.931758,1.04195,0.0232396,-0.00572205,0.0144589,0.417566,0.0653386,0.888133,,-0.313951,0.49422,1.04237,0.0310099,-0.0063175,0.0109005,0.102192,0.0903368,-0.142264,,-0.100323,0.940504,0.951565,0.0152928,0.00369608,-0.000400543,-0.138362,-0.0987053,-0.208032,,-0.0689438,0.502892,0.960184,0.0118205,0.00302196,-0.0229973,0.139904,-0.0687718,0.315535,,
